"","age_group","year","country","sex","pathogen","Country.Name","n_inage_gdr","lowage","total","incidence"
"257","(-1,4]",2015,"SE","f","Staphylococcus aureus","Sweden",286894.35900573,0,16,5.57696570105112
"258","(-1,4]",2015,"SE","f","Streptococcus pneumoniae","Sweden",286894.35900573,0,2,0.69712071263139
"259","(-1,4]",2015,"SE","m","Acinetobacter spp","Sweden",302542.050833274,0,1,0.330532564728029
"260","(-1,4]",2015,"SE","m","Enterococcus faecalis","Sweden",302542.050833274,0,1,0.330532564728029
"261","(-1,4]",2015,"SE","m","Enterococcus faecium","Sweden",302542.050833274,0,3,0.991597694184088
"262","(-1,4]",2015,"SE","m","Escherichia coli","Sweden",302542.050833274,0,10,3.30532564728029
"263","(-1,4]",2015,"SE","m","Klebsiella pneumoniae","Sweden",302542.050833274,0,1,0.330532564728029
"264","(-1,4]",2015,"SE","m","Staphylococcus aureus","Sweden",302542.050833274,0,6,1.98319538836818
"265","(-1,4]",2015,"SE","m","Streptococcus pneumoniae","Sweden",302542.050833274,0,6,1.98319538836818
"266","(-1,4]",2015,"SI","f","Escherichia coli","Slovenia",52575.605876526,0,6,11.4121366743562
"267","(-1,4]",2015,"SI","f","Staphylococcus aureus","Slovenia",52575.605876526,0,1,1.90202277905937
"268","(-1,4]",2015,"SI","f","Streptococcus pneumoniae","Slovenia",52575.605876526,0,11,20.922250569653
"269","(-1,4]",2015,"SI","m","Enterococcus faecalis","Slovenia",55689.0886041407,0,1,1.79568390337357
"270","(-1,4]",2015,"SI","m","Escherichia coli","Slovenia",55689.0886041407,0,2,3.59136780674714
"271","(-1,4]",2015,"SI","m","Streptococcus pneumoniae","Slovenia",55689.0886041407,0,16,28.7309424539771
"272","(-1,4]",2015,"SK","f","Acinetobacter spp","Slovak Republic",138125.162204437,0,4,2.89592420103707
"273","(-1,4]",2015,"SK","f","Enterococcus faecalis","Slovak Republic",138125.162204437,0,5,3.61990525129634
"274","(-1,4]",2015,"SK","f","Enterococcus faecium","Slovak Republic",138125.162204437,0,3,2.1719431507778
"275","(-1,4]",2015,"SK","f","Escherichia coli","Slovak Republic",138125.162204437,0,11,7.96379155285195
"276","(-1,4]",2015,"SK","f","Klebsiella pneumoniae","Slovak Republic",138125.162204437,0,9,6.51582945233341
"277","(-1,4]",2015,"SK","f","Pseudomonas aeruginosa","Slovak Republic",138125.162204437,0,2,1.44796210051854
"278","(-1,4]",2015,"SK","f","Staphylococcus aureus","Slovak Republic",138125.162204437,0,3,2.1719431507778
"279","(-1,4]",2015,"SK","f","Streptococcus pneumoniae","Slovak Republic",138125.162204437,0,1,0.723981050259268
"280","(-1,4]",2015,"SK","m","Acinetobacter spp","Slovak Republic",144596.073180775,0,4,2.76632685245828
"281","(-1,4]",2015,"SK","m","Escherichia coli","Slovak Republic",144596.073180775,0,2,1.38316342622914
"282","(-1,4]",2015,"SK","m","Klebsiella pneumoniae","Slovak Republic",144596.073180775,0,9,6.22423541803113
"283","(-1,4]",2015,"SK","m","Pseudomonas aeruginosa","Slovak Republic",144596.073180775,0,5,3.45790856557285
"284","(-1,4]",2015,"SK","m","Staphylococcus aureus","Slovak Republic",144596.073180775,0,3,2.07474513934371
"285","(-1,4]",2015,"UK","f","Acinetobacter spp","United Kingdom",1972036.16838903,0,34,1.72410630925572
"286","(-1,4]",2015,"UK","f","Enterococcus faecalis","United Kingdom",1972036.16838903,0,33,1.67339730015996
"287","(-1,4]",2015,"UK","f","Enterococcus faecium","United Kingdom",1972036.16838903,0,20,1.01418018191513
"288","(-1,4]",2015,"UK","f","Escherichia coli","United Kingdom",1972036.16838903,0,79,4.00601171856476
"289","(-1,4]",2015,"UK","f","Klebsiella pneumoniae","United Kingdom",1972036.16838903,0,28,1.41985225468118
"290","(-1,4]",2015,"UK","f","Pseudomonas aeruginosa","United Kingdom",1972036.16838903,0,40,2.02836036383026
"291","(-1,4]",2015,"UK","f","Staphylococcus aureus","United Kingdom",1972036.16838903,0,144,7.30209730978892
"292","(-1,4]",2015,"UK","f","Streptococcus pneumoniae","United Kingdom",1972036.16838903,0,67,3.39750360941568
"293","(-1,4]",2015,"UK","m","Acinetobacter spp","United Kingdom",2068730.48820771,0,40,1.93355297985939
"294","(-1,4]",2015,"UK","m","Enterococcus faecalis","United Kingdom",2068730.48820771,0,47,2.27192475133479
"295","(-1,4]",2015,"UK","m","Enterococcus faecium","United Kingdom",2068730.48820771,0,14,0.676743542950787
"296","(-1,4]",2015,"UK","m","Escherichia coli","United Kingdom",2068730.48820771,0,66,3.190362416768
"297","(-1,4]",2015,"UK","m","Klebsiella pneumoniae","United Kingdom",2068730.48820771,0,47,2.27192475133479
"298","(-1,4]",2015,"UK","m","Pseudomonas aeruginosa","United Kingdom",2068730.48820771,0,27,1.30514826140509
"299","(-1,4]",2015,"UK","m","Staphylococcus aureus","United Kingdom",2068730.48820771,0,222,10.7312190382196
"300","(-1,4]",2015,"UK","m","Streptococcus pneumoniae","United Kingdom",2068730.48820771,0,203,9.81278137278642
"301","(-1,4]",2018,"BE","f","Acinetobacter spp","Belgium",307950.400236723,0,6,1.94836570934403
"302","(-1,4]",2018,"BE","f","Escherichia coli","Belgium",307950.400236723,0,36,11.6901942560642
"303","(-1,4]",2018,"BE","f","Staphylococcus aureus","Belgium",307950.400236723,0,22,7.14400760092811
"304","(-1,4]",2018,"BE","f","Streptococcus pneumoniae","Belgium",307950.400236723,0,146,47.4102322607047
"305","(-1,4]",2018,"BE","m","Acinetobacter spp","Belgium",325878.90199166,0,9,2.76176209782072
"306","(-1,4]",2018,"BE","m","Enterococcus faecalis","Belgium",325878.90199166,0,9,2.76176209782072
"307","(-1,4]",2018,"BE","m","Enterococcus faecium","Belgium",325878.90199166,0,6,1.84117473188048
"308","(-1,4]",2018,"BE","m","Escherichia coli","Belgium",325878.90199166,0,9,2.76176209782072
"309","(-1,4]",2018,"BE","m","Klebsiella pneumoniae","Belgium",325878.90199166,0,9,2.76176209782072
"310","(-1,4]",2018,"BE","m","Pseudomonas aeruginosa","Belgium",325878.90199166,0,3,0.92058736594024
"311","(-1,4]",2018,"BE","m","Staphylococcus aureus","Belgium",325878.90199166,0,29,8.89901120408899
"312","(-1,4]",2018,"BE","m","Streptococcus pneumoniae","Belgium",325878.90199166,0,177,54.3146545904742
"313","(-1,4]",2018,"BG","f","Acinetobacter spp","Bulgaria",151489.983127542,0,2,1.32021930342164
"314","(-1,4]",2018,"BG","f","Enterococcus faecalis","Bulgaria",151489.983127542,0,2,1.32021930342164
"315","(-1,4]",2018,"BG","f","Escherichia coli","Bulgaria",151489.983127542,0,2,1.32021930342164
"316","(-1,4]",2018,"BG","f","Klebsiella pneumoniae","Bulgaria",151489.983127542,0,2,1.32021930342164
"317","(-1,4]",2018,"BG","f","Pseudomonas aeruginosa","Bulgaria",151489.983127542,0,6,3.96065791026493
"318","(-1,4]",2018,"BG","f","Staphylococcus aureus","Bulgaria",151489.983127542,0,2,1.32021930342164
"319","(-1,4]",2018,"BG","f","Streptococcus pneumoniae","Bulgaria",151489.983127542,0,4,2.64043860684329
"320","(-1,4]",2018,"BG","m","Acinetobacter spp","Bulgaria",160368.375885354,0,2,1.24712867419059
"321","(-1,4]",2018,"BG","m","Enterococcus faecalis","Bulgaria",160368.375885354,0,6,3.74138602257177
"322","(-1,4]",2018,"BG","m","Escherichia coli","Bulgaria",160368.375885354,0,2,1.24712867419059
"323","(-1,4]",2018,"BG","m","Pseudomonas aeruginosa","Bulgaria",160368.375885354,0,2,1.24712867419059
"324","(-1,4]",2018,"BG","m","Staphylococcus aureus","Bulgaria",160368.375885354,0,12,7.48277204514354
"325","(-1,4]",2018,"BG","m","Streptococcus pneumoniae","Bulgaria",160368.375885354,0,2,1.24712867419059
"326","(-1,4]",2018,"CY","f","Escherichia coli","Cyprus",31735.0000026748,0,1,3.15109500524882
"327","(-1,4]",2018,"CY","f","Klebsiella pneumoniae","Cyprus",31735.0000026748,0,1,3.15109500524882
"328","(-1,4]",2018,"CY","f","Pseudomonas aeruginosa","Cyprus",31735.0000026748,0,2,6.30219001049764
"329","(-1,4]",2018,"CY","f","Streptococcus pneumoniae","Cyprus",31735.0000026748,0,1,3.15109500524882
"330","(-1,4]",2018,"CY","m","Enterococcus faecalis","Cyprus",33745.9999997123,0,1,2.96331417059363
"331","(-1,4]",2018,"CY","m","Escherichia coli","Cyprus",33745.9999997123,0,2,5.92662834118726
"332","(-1,4]",2018,"CY","m","Pseudomonas aeruginosa","Cyprus",33745.9999997123,0,2,5.92662834118726
"333","(-1,4]",2018,"CY","m","Streptococcus pneumoniae","Cyprus",33745.9999997123,0,1,2.96331417059363
"334","(-1,4]",2018,"CZ","f","Enterococcus faecalis","Czechia",263795.770835677,0,1,0.379081134178955
"335","(-1,4]",2018,"CZ","f","Enterococcus faecium","Czechia",263795.770835677,0,1,0.379081134178955
"336","(-1,4]",2018,"CZ","f","Escherichia coli","Czechia",263795.770835677,0,10,3.79081134178955
"337","(-1,4]",2018,"CZ","f","Klebsiella pneumoniae","Czechia",263795.770835677,0,5,1.89540567089477
"338","(-1,4]",2018,"CZ","f","Pseudomonas aeruginosa","Czechia",263795.770835677,0,3,1.13724340253686
"339","(-1,4]",2018,"CZ","f","Staphylococcus aureus","Czechia",263795.770835677,0,2,0.75816226835791
"340","(-1,4]",2018,"CZ","f","Streptococcus pneumoniae","Czechia",263795.770835677,0,5,1.89540567089477
"341","(-1,4]",2018,"CZ","m","Enterococcus faecalis","Czechia",278907.988029071,0,4,1.43416473234287
"342","(-1,4]",2018,"CZ","m","Enterococcus faecium","Czechia",278907.988029071,0,2,0.717082366171434
"343","(-1,4]",2018,"CZ","m","Escherichia coli","Czechia",278907.988029071,0,4,1.43416473234287
"344","(-1,4]",2018,"CZ","m","Klebsiella pneumoniae","Czechia",278907.988029071,0,9,3.22687064777145
"345","(-1,4]",2018,"CZ","m","Pseudomonas aeruginosa","Czechia",278907.988029071,0,4,1.43416473234287
"346","(-1,4]",2018,"CZ","m","Staphylococcus aureus","Czechia",278907.988029071,0,8,2.86832946468574
"347","(-1,4]",2018,"CZ","m","Streptococcus pneumoniae","Czechia",278907.988029071,0,6,2.1512470985143
"348","(-1,4]",2018,"DE","f","Acinetobacter spp","Germany",1878639.84723158,0,8,0.425840003968246
"349","(-1,4]",2018,"DE","f","Escherichia coli","Germany",1878639.84723158,0,30,1.59690001488092
"350","(-1,4]",2018,"DE","f","Pseudomonas aeruginosa","Germany",1878639.84723158,0,12,0.638760005952368
"351","(-1,4]",2018,"DE","f","Staphylococcus aureus","Germany",1878639.84723158,0,27,1.43721001339283
"352","(-1,4]",2018,"DE","f","Streptococcus pneumoniae","Germany",1878639.84723158,0,38,2.02274001884917
"353","(-1,4]",2018,"DE","m","Acinetobacter spp","Germany",1980070.33959077,0,16,0.808052101992842
"354","(-1,4]",2018,"DE","m","Escherichia coli","Germany",1980070.33959077,0,12,0.606039076494631
"355","(-1,4]",2018,"DE","m","Klebsiella pneumoniae","Germany",1980070.33959077,0,4,0.20201302549821
"356","(-1,4]",2018,"DE","m","Pseudomonas aeruginosa","Germany",1980070.33959077,0,8,0.404026050996421
"357","(-1,4]",2018,"DE","m","Staphylococcus aureus","Germany",1980070.33959077,0,24,1.21207815298926
"358","(-1,4]",2018,"DE","m","Streptococcus pneumoniae","Germany",1980070.33959077,0,51,2.57566607510218
"359","(-1,4]",2018,"DK","f","Acinetobacter spp","Denmark",144110.376474765,0,1,0.693912558180782
"360","(-1,4]",2018,"DK","f","Enterococcus faecalis","Denmark",144110.376474765,0,2,1.38782511636156
"361","(-1,4]",2018,"DK","f","Enterococcus faecium","Denmark",144110.376474765,0,1,0.693912558180782
"362","(-1,4]",2018,"DK","f","Escherichia coli","Denmark",144110.376474765,0,4,2.77565023272313
"363","(-1,4]",2018,"DK","f","Klebsiella pneumoniae","Denmark",144110.376474765,0,1,0.693912558180782
"364","(-1,4]",2018,"DK","f","Pseudomonas aeruginosa","Denmark",144110.376474765,0,3,2.08173767454234
"365","(-1,4]",2018,"DK","f","Staphylococcus aureus","Denmark",144110.376474765,0,5,3.46956279090391
"366","(-1,4]",2018,"DK","f","Streptococcus pneumoniae","Denmark",144110.376474765,0,1,0.693912558180782
"367","(-1,4]",2018,"DK","m","Enterococcus faecalis","Denmark",151374.44670466,0,1,0.66061347986365
"368","(-1,4]",2018,"DK","m","Enterococcus faecium","Denmark",151374.44670466,0,1,0.66061347986365
"369","(-1,4]",2018,"DK","m","Escherichia coli","Denmark",151374.44670466,0,7,4.62429435904555
"370","(-1,4]",2018,"DK","m","Klebsiella pneumoniae","Denmark",151374.44670466,0,2,1.3212269597273
"371","(-1,4]",2018,"DK","m","Pseudomonas aeruginosa","Denmark",151374.44670466,0,3,1.98184043959095
"372","(-1,4]",2018,"DK","m","Staphylococcus aureus","Denmark",151374.44670466,0,13,8.58797523822745
"373","(-1,4]",2018,"DK","m","Streptococcus pneumoniae","Denmark",151374.44670466,0,6,3.9636808791819
"374","(-1,4]",2018,"EE","f","Escherichia coli","Estonia",32925.6760619124,0,2,6.07428681567316
"375","(-1,4]",2018,"EE","f","Pseudomonas aeruginosa","Estonia",32925.6760619124,0,1,3.03714340783658
"376","(-1,4]",2018,"EE","f","Staphylococcus aureus","Estonia",32925.6760619124,0,1,3.03714340783658
"377","(-1,4]",2018,"EE","f","Streptococcus pneumoniae","Estonia",32925.6760619124,0,1,3.03714340783658
"378","(-1,4]",2018,"EE","m","Acinetobacter spp","Estonia",34999.2332510094,0,2,5.71441090053686
"379","(-1,4]",2018,"EE","m","Enterococcus faecalis","Estonia",34999.2332510094,0,1,2.85720545026843
"380","(-1,4]",2018,"EE","m","Enterococcus faecium","Estonia",34999.2332510094,0,1,2.85720545026843
"381","(-1,4]",2018,"EE","m","Escherichia coli","Estonia",34999.2332510094,0,2,5.71441090053686
"382","(-1,4]",2018,"EE","m","Klebsiella pneumoniae","Estonia",34999.2332510094,0,1,2.85720545026843
"383","(-1,4]",2018,"EE","m","Staphylococcus aureus","Estonia",34999.2332510094,0,2,5.71441090053686
"384","(-1,4]",2018,"EE","m","Streptococcus pneumoniae","Estonia",34999.2332510094,0,2,5.71441090053686
"385","(-1,4]",2018,"EL","f","Enterococcus faecalis","Greece",210850.038941129,0,5,2.37135360520187
"386","(-1,4]",2018,"EL","f","Enterococcus faecium","Greece",210850.038941129,0,2,0.948541442080748
"387","(-1,4]",2018,"EL","f","Escherichia coli","Greece",210850.038941129,0,5,2.37135360520187
"388","(-1,4]",2018,"EL","f","Klebsiella pneumoniae","Greece",210850.038941129,0,2,0.948541442080748
"389","(-1,4]",2018,"EL","f","Pseudomonas aeruginosa","Greece",210850.038941129,0,2,0.948541442080748
"390","(-1,4]",2018,"EL","m","Enterococcus faecalis","Greece",224619.256095937,0,1,0.445197806003279
"391","(-1,4]",2018,"EL","m","Escherichia coli","Greece",224619.256095937,0,7,3.11638464202296
"392","(-1,4]",2018,"EL","m","Klebsiella pneumoniae","Greece",224619.256095937,0,4,1.78079122401312
"393","(-1,4]",2018,"EL","m","Pseudomonas aeruginosa","Greece",224619.256095937,0,1,0.445197806003279
"394","(-1,4]",2018,"EL","m","Staphylococcus aureus","Greece",224619.256095937,0,6,2.67118683601968
"395","(-1,4]",2018,"ES","f","Enterococcus faecalis","Spain",985387.616757747,0,11,1.11631197844699
"396","(-1,4]",2018,"ES","f","Escherichia coli","Spain",985387.616757747,0,23,2.33410686402551
"397","(-1,4]",2018,"ES","f","Klebsiella pneumoniae","Spain",985387.616757747,0,18,1.82669232836779
"398","(-1,4]",2018,"ES","f","Pseudomonas aeruginosa","Spain",985387.616757747,0,20,2.02965814263088
"399","(-1,4]",2018,"ES","f","Staphylococcus aureus","Spain",985387.616757747,0,25,2.5370726782886
"400","(-1,4]",2018,"ES","f","Streptococcus pneumoniae","Spain",985387.616757747,0,71,7.20528640633963
"401","(-1,4]",2018,"ES","m","Acinetobacter spp","Spain",1044591.31353964,0,3,0.287193657568756
"402","(-1,4]",2018,"ES","m","Enterococcus faecalis","Spain",1044591.31353964,0,15,1.43596828784378
"403","(-1,4]",2018,"ES","m","Enterococcus faecium","Spain",1044591.31353964,0,3,0.287193657568756
"404","(-1,4]",2018,"ES","m","Escherichia coli","Spain",1044591.31353964,0,23,2.20181804136047
"405","(-1,4]",2018,"ES","m","Klebsiella pneumoniae","Spain",1044591.31353964,0,21,2.01035560298129
"406","(-1,4]",2018,"ES","m","Pseudomonas aeruginosa","Spain",1044591.31353964,0,17,1.62743072622295
"407","(-1,4]",2018,"ES","m","Staphylococcus aureus","Spain",1044591.31353964,0,38,3.63778632920425
"408","(-1,4]",2018,"ES","m","Streptococcus pneumoniae","Spain",1044591.31353964,0,57,5.45667949380637
"409","(-1,4]",2018,"FI","f","Acinetobacter spp","Finland",135827.132567615,0,1,0.736229927773965
"410","(-1,4]",2018,"FI","f","Escherichia coli","Finland",135827.132567615,0,2,1.47245985554793
"411","(-1,4]",2018,"FI","f","Staphylococcus aureus","Finland",135827.132567615,0,7,5.15360949441776
"412","(-1,4]",2018,"FI","f","Streptococcus pneumoniae","Finland",135827.132567615,0,5,3.68114963886983
"413","(-1,4]",2018,"FI","m","Enterococcus faecalis","Finland",142524.571242444,0,2,1.4032668069549
"414","(-1,4]",2018,"FI","m","Escherichia coli","Finland",142524.571242444,0,1,0.70163340347745
"415","(-1,4]",2018,"FI","m","Klebsiella pneumoniae","Finland",142524.571242444,0,1,0.70163340347745
"416","(-1,4]",2018,"FI","m","Pseudomonas aeruginosa","Finland",142524.571242444,0,1,0.70163340347745
"417","(-1,4]",2018,"FI","m","Staphylococcus aureus","Finland",142524.571242444,0,6,4.2098004208647
"418","(-1,4]",2018,"FI","m","Streptococcus pneumoniae","Finland",142524.571242444,0,11,7.71796743825195
"419","(-1,4]",2018,"FR","f","Acinetobacter spp","France",1884632.53215616,0,63,3.34282672749596
"420","(-1,4]",2018,"FR","f","Enterococcus faecalis","France",1884632.53215616,0,39,2.06936892654512
"421","(-1,4]",2018,"FR","f","Enterococcus faecium","France",1884632.53215616,0,20,1.0612148341257
"422","(-1,4]",2018,"FR","f","Escherichia coli","France",1884632.53215616,0,194,10.2937838910193
"423","(-1,4]",2018,"FR","f","Klebsiella pneumoniae","France",1884632.53215616,0,39,2.06936892654512
"424","(-1,4]",2018,"FR","f","Pseudomonas aeruginosa","France",1884632.53215616,0,35,1.85712595971998
"425","(-1,4]",2018,"FR","f","Staphylococcus aureus","France",1884632.53215616,0,188,9.9754194407816
"426","(-1,4]",2018,"FR","f","Streptococcus pneumoniae","France",1884632.53215616,0,180,9.55093350713132
"427","(-1,4]",2018,"FR","m","Acinetobacter spp","France",1971007.381955,0,72,3.65295435517775
"428","(-1,4]",2018,"FR","m","Enterococcus faecalis","France",1971007.381955,0,53,2.68898028922807
"429","(-1,4]",2018,"FR","m","Enterococcus faecium","France",1971007.381955,0,5,0.253677385776233
"430","(-1,4]",2018,"FR","m","Escherichia coli","France",1971007.381955,0,113,5.73310891854286
"431","(-1,4]",2018,"FR","m","Klebsiella pneumoniae","France",1971007.381955,0,55,2.79045124353856
"432","(-1,4]",2018,"FR","m","Pseudomonas aeruginosa","France",1971007.381955,0,40,2.02941908620986
"433","(-1,4]",2018,"FR","m","Staphylococcus aureus","France",1971007.381955,0,215,10.908127588378
"434","(-1,4]",2018,"FR","m","Streptococcus pneumoniae","France",1971007.381955,0,272,13.8000497862271
"435","(-1,4]",2018,"HR","f","Enterococcus faecalis","Croatia",89696.5600796292,0,1,1.11486995611898
"436","(-1,4]",2018,"HR","f","Enterococcus faecium","Croatia",89696.5600796292,0,2,2.22973991223797
"437","(-1,4]",2018,"HR","f","Escherichia coli","Croatia",89696.5600796292,0,2,2.22973991223797
"438","(-1,4]",2018,"HR","f","Klebsiella pneumoniae","Croatia",89696.5600796292,0,3,3.34460986835695
"439","(-1,4]",2018,"HR","f","Staphylococcus aureus","Croatia",89696.5600796292,0,3,3.34460986835695
"440","(-1,4]",2018,"HR","f","Streptococcus pneumoniae","Croatia",89696.5600796292,0,14,15.6081793856658
"441","(-1,4]",2018,"HR","m","Enterococcus faecium","Croatia",95715.583633996,0,3,3.1342858561795
"442","(-1,4]",2018,"HR","m","Escherichia coli","Croatia",95715.583633996,0,3,3.1342858561795
"443","(-1,4]",2018,"HR","m","Klebsiella pneumoniae","Croatia",95715.583633996,0,2,2.08952390411967
"444","(-1,4]",2018,"HR","m","Staphylococcus aureus","Croatia",95715.583633996,0,1,1.04476195205983
"445","(-1,4]",2018,"HR","m","Streptococcus pneumoniae","Croatia",95715.583633996,0,18,18.805715137077
"446","(-1,4]",2018,"HU","f","Acinetobacter spp","Hungary",219551.638835019,0,5,2.27736856191596
